,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,first_three_cols
1335,"HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE OFFICIAL COMMISSIONING OF IKEJA BUS TERMINAL, IKEJA ON 29TH MARCH 2018.txt",transport,bus,lagos,people,new,phase,infrastructure,system,support,buses,transport bus  lagos
2999,“The Anatomy of Trust”.txt,trust,one,really,know,make,think,marble,going,thing,like,trust one  really
2636,The Anatomy of Trust.txt,trust,one,really,know,make,think,marble,going,thing,like,trust one  really
242,"(1949) NNAMDI AZIKIWE SPEAKS AT A RALLY FOR NIGERIAN INDEPENDENCE AT TRAFALGAR SQUARE, NIGERIA POSTED ONSEPTEMBER 2, 2009.txt",united,shall,colonial,nations,national,us,let,long,back,would,united shall  colonial
241,"(1949) NNAMDI AZIKIWE SPEAKS AT A RALLY FOR NIGERIAN INDEPENDENCE AT TRAFALGAR SQUARE, LONDON.txt",united,shall,colonial,nations,national,us,let,long,back,would,united shall  colonial
694,"BEING A SPEECH DELIVERED BY HIS EXCELLENCY, ALHAJI ATIKU ABUBAKAR, WAZIRIN ADAMAWA AND FORMER VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA ON UNITY IN DIVERSITY AT AREWA HOUSE ON THURSDAY, 4TH NOVEMBER 2021.txt",unity,one,wise,pigeons,see,net,cannot,accept,common,nigerians,unity one  wise
2776,Unity in Diversity Atiku Abubakar Atiku Abubakar.txt,unity,one,wise,pigeons,see,net,cannot,accept,common,nigerians,unity one  wise
693,"BEING A SPEECH DELIVERED BY HIS EXCELLENCY, ALHAJI ATIKU ABUBAKAR, WAZIRIN ADAMAWA AND FORMER VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA ON UNITY IN DIVERSITY AT AREWA HOUSE ON THURSDAY, 4TH NOVEMBER 2021..txt",unity,one,wise,pigeons,see,net,cannot,accept,common,nigerians,unity one  wise
2777,Unity in Diversity- Atiku.txt,unity,one,wise,pigeons,see,net,cannot,accept,common,nigerians,unity one  wise
827,"CONVOCATION ADDRESS OF THE VISITOR TO THE UNIVERSITY AND PRESIDENT, FEDERAL REPUBLIC OF NIGERIA AND COMMANDER-IN-CHIEF OF THE ARMED FORCES, PRESIDENT MUHAMMADU BUHARI, GCFR, AT THE 28TH AND 29TH COMBINED CONVOCATION CEREMONIES OF THE FEDERAL UNIVERSITY OF AGRICULTURE,.txt",universities,agriculture,federal,education,government,university,youth,graduates,let,national,universities agriculture  federal
826,"CONVOCATION ADDRESS OF THE VISITOR TO THE UNIVERSITY AND PRESIDENT, FEDERAL REPUBLIC OF NIGERIA AND COMMANDER-IN-CHIEF OF THE ARMED FORCES, PRESIDENT MUHAMMADU BUHARI, GCFR, AT THE 28TH AND 29TH COMBINED CONVOCATION CEREMONIES OF THE FEDERAL UNIVERSITY OF AGRICULTURE, ABEOKUTA (FUNAAB), OGUN STATE, ON THURSDAY, 17TH MARCH, 2022..txt",universities,agriculture,federal,education,government,university,youth,graduates,let,national,universities agriculture  federal
829,"PLEDGE CEREMONY PRESIDENT SPEECH american university of nigeria Dr. DeWayne Frazier,.txt",university,american,new,nigeria,one,going,united,us,best,many,university american  new
830,PLEDGE CEREMONY PRESIDENT SPEECH.txt,university,american,new,nigeria,one,going,united,us,best,many,university american  new
500,"AN ADDRESS BY CHIEF (DR.) J. O. SANUSI, (CON), GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE OFFICIAL COMMISSIONING OF THE CENTRE FOR BIOTECHNOLOGY RESEARCH AND TRAINING OF THE AHMADU BELLO UNIVERSITY, ZARIA.txt",university,centre,research,ahmadu,bello,central,financial,provide,benefits,facilities,university centre  research
499,"AN ADDRESS BY CHIEF (DR.) J. O. SANUSI, (CON), GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE OFFICIAL COMMISSIONING OF THE CENTRE FOR BIOTECHNOLOGY RESEARCH AND TRAINING OF THE AHMADU BELLO UNIVERSITY, ZARIA BUILT UNDER CBN CAPACITY BUILDING PROGRAMME, ON 10TH MAY, 2004..txt",university,centre,research,ahmadu,bello,central,financial,provide,benefits,ß,university centre  research
897,"Convocation Address of the Vice Chancellor  Professor Wahab Olasupo EGBEWOLE, SAN On the occasion of 37th and 38th Convocation  Ceremonies on Friday, October 20, 2023 (Day I).txt",university,convocation,students,also,academic,page,first,ceremonies,education,today,university convocation  students
615,"Address to the 21st Convocation Ceremony Convocation Series October 20, 2014 TWENTY-FIRST CONVOCATION: AN ADDRESS BY THE VICE-CHANCELLOR, PROFESSOR NIMI BRIGGS ON FRIDAY, 4TH MARCH, 2005.txt",university,convocation,students,us,well,knowledge,must,time,thank,let,university convocation  students
429,"A welcoming speech delivered by the Vice-Chancellor, Professor Temi E. Ologunorisa, Olusegun Agagu University of Science and Technology, Okitipupa, Ondo State, Nigeria, 8th March, 2022 on the commissioning of Principal Officers’ Quarters and other projects. .txt",university,excellency,professor,visitor,research,ondo,distinguished,students,want,thank,university excellency  professor
430,"A welcoming speech delivered by the Vice-Chancellor, Professor Temi E. Ologunorisa, Olusegun Agagu University of Science and Technology, Okitipupa, Ondo State, Nigeria, 8th March, 2022 on the commissioning of Principal Officers’ Quarters and other projects.txt",university,excellency,professor,visitor,research,ondo,distinguished,students,want,thank,university excellency  professor
1954,"Our UNILAG: An acceptance speech, By Toyin Falola.txt",university,lagos,students,also,institution,knowledge,education,research,academic,social,university lagos  students
1953,"Our UNILAG: An acceptance speech, By Toyin Falola ByToyin Falola  January 21, 2024.txt",university,lagos,students,also,institution,knowledge,education,research,academic,social,university lagos  students
265,"(1963) SIR ABUBAKAR TAFAWA BALEWA, “CHANCELLOR’S ADDRESS AT THE UNIVERSITY OF IBADAN” POSTED ONAUGUST 20, 2009.txt",university,many,ibadan,universities,world,today,men,nigerian,much,great,university many  ibadan
266,"(1963) SIR ABUBAKAR TAFAWA BALEWA, “CHANCELLOR’S ADDRESS AT THE UNIVERSITY OF IBADAN”.txt",university,many,ibadan,universities,world,today,men,nigerian,much,great,university many  ibadan
2316,"SPEECH DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE COMMISSIONING OF THE KENSINGTON ADEBUNKOLA ADEBUTU FOUNDATION, KAAF, AUDITORIUM, DEPARTMENT OF HUMAN NUTRITION AND DIETETICS AT THE UNIVERSITY OF IBADAN, OYO STATE.txt",university,must,nutrition,private,department,research,best,government,food,philanthropy,university must  nutrition
2314,"SPEECH DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE COMMISSIONING OF THE KENSINGTON ADEBUNKOLA ADEBUTU FOUNDATION, KAAF, AUDITORIUM, DEPARTMENT OF HUMAN NUTRITION AND DIETETICS AT THE UNIVERSITY OF IBADAN, OYO STATE ON THE 16TH OF MAY, 2023.txt",university,must,nutrition,private,department,research,best,government,food,philanthropy,university must  nutrition
890,"Commissioning Of The KAAF Auditorium, Department Of Human Nutrition And Dietetics At The University Of Ibadan.txt",university,must,nutrition,private,department,research,best,government,food,philanthropy,university must  nutrition
2315,"SPEECH DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE COMMISSIONING OF THE KENSINGTON ADEBUNKOLA ADEBUTU FOUNDATION, KAAF, AUDITORIUM, DEPARTMENT OF HUMAN NUTRITION AND DIETETICS AT THE UNIVERSITY OF IBADAN, OYO STATE ON THE.txt",university,must,nutrition,private,department,research,best,government,food,philanthropy,university must  nutrition
2270,"SPEECH BY HIS EXCELLENCY, MUHAMMADU BUHARI, GCFR, PRESIDENT AND COMMANDER-IN-CHIEF OF THE ARMED FORCES, FEDERAL REPUBLIC OF NIGERIA DELIVERED BY HIS EXCELLENCY, VICE PRESIDENT, PROF. YEMI OSINBAJO, SAN, GCON, AT THE 67TH FOUNDATION DAY CELEBRATION AND CONVOCATION CEREMONY OF THE UNIVERSITY OF IBADAN, ON TUESDAY, 17TH NOVEMBER, 2015..txt",university,must,provide,students,ibadan,economic,education,research,another,also,university must  provide
2271,"SPEECH BY HIS EXCELLENCY, MUHAMMADU BUHARI, PRESIDENT AND COMMANDER-IN-CHIEF OF THE ARMED FORCES, FEDERAL REPUBLIC OF NIGERIA DELIVERED BY HIS EXCELLENCY, VICE PRESIDENT, PROF. YEMI OSINBAJO, SAN, GCON, AT THE 67TH FOUNDATION DAY CELEBRATION AND CONVOCATION CEREMONY OF THE UNIVERSITY OF IBADAN, ON TUESDAY, 17TH NOVEMBER, 2015..txt",university,must,provide,students,ibadan,economic,education,research,another,also,university must  provide
349,67th Foundation Day Celebration And Convocation Ceremony Of University Of Ibadan.txt,university,must,provide,students,ibadan,economic,education,research,another,also,university must  provide
2283,"SPEECH BY HISs EXCELLENCY, MUHAMMADU BUHARI, GCFR, PRESIDENT AND COMMANDER-IN-CHIEF OF THE ARMED FORCES, FEDERAL REPUBLIC OF NIGERIA DELIVERED BY HIS EXCELLENCY, VICE PRESIDENT, PROF. YEMI OSINBAJO, SAN, GCON, AT THE 67TH FOUNDATION DAY CELEBRATION AND CONVOCATION CEREMONY OF THE UNIVERSITY OF IBADAN, ON TUESDAY, 17TH NOVEMBER, 2015..txt",university,must,provide,students,ibadan,economic,education,research,another,also,university must  provide
2614,"TWENTY-FIVE YEARS ANNIVERSARY CELEBRATIONS AND 20TH CONVOCATION CEREMONY. THE UNIVERSITY OF PORT HARCOURT — YESTERDAY, TODAY AND TOMORROW SATURDAY, 13TH DECEMBER 2003.txt",university,port,harcourt,students,institution,staff,two,universities,nigeria,one,university port  harcourt
2925,"Yesterday, Today And Tomorrow – Address at the 25 Years Anniversary and 20th Convocation Ceremony Convocation Series October 20, 2014 TWENTY-FIVE YEARS ANNIVERSARY CELEBRATIONS AND 20TH CONVOCATION CEREMONY. THE UNIVERSITY OF PORT HARCOURT — YESTERDAY, TODAY AND TOMORROW SATURDAY, 13TH DECEMBER 2003.txt",university,port,harcourt,students,institution,staff,two,universities,nigeria,one,university port  harcourt
543,Address at the 21st Convocation Ceremony of University of Port Harcourt.txt,university,students,port,staff,also,harcourt,universities,development,petroleum,one,university students  port
542,"Address at the 21st Convocation Ceremony of University of Port Harcourt Convocation Series October 20, 2014 AN ADDRESS BY THE VICE-CHANCELLOR PROFESSOR NIMI D. BRIGGS TO MARK THE DAY OF THE 21ST CONVOCATION CEREMONY OF THE UNIVERSITY OF PORT HARCOURT ON SATURDAY, 5TH MARCH, 2005  Prefato.txt",university,students,port,staff,also,harcourt,universities,development,petroleum,one,university students  port
503,"AN ADDRESS BY THE VICE-CHANCELLOR PROFESSOR NIMI D. BRIGGS TO MARK THE DAY OF THE 21ST CONVOCATION CEREMONY OF THE UNIVERSITY OF PORT HARCOURT ON SATURDAY, 5TH MARCH, 2005.txt",university,students,port,staff,also,harcourt,universities,development,petroleum,one,university students  port
21," At the 21st Convocation Ceremony of University of Port Harcourt Convocation Series October 20, 2014 AN ADDRESS BY THE VICE-CHANCELLOR PROFESSOR NIMI D. BRIGGS TO MARK THE DAY OF THE 21ST CONVOCATION CEREMONY OF THE UNIVERSITY OF PORT HARCOURT ON SATURDAY, 5TH MARCH, 2005  Prefato.txt",university,students,port,staff,also,harcourt,universities,development,petroleum,one,university students  port
3, 53rd Independence speech by President Jonathan.txt,us,every,nation,must,nigeria,political,may,years,independence,people,us every  nation
2073,President Jonathan’s Speech At Nigeria’s 53rd Independence.txt,us,every,nation,must,nigeria,political,may,years,independence,people,us every  nation
2633,The 53rd Independence Anniversary Speech by President Goodluck Jonathan.txt,us,every,nation,must,nigeria,political,may,years,independence,people,us every  nation
508,"AN ADDRESS PRESENTED BY SENATOR BEN AYADE, GOVERNOR OF CROSS RIVER STATE ON THE OCCASION OF NIGERIA’S 55TH INDEPENDENCE ANNIVERSARY CELEBRATION HELD ON 1ST OCTOBER, 2015 IN CALABAR.txt",us,independence,cross,god,slaves,another,colonial,continue,good,people,us independence  cross
1125,Full Text Of Governor Ayade’s Independence Speech.txt,us,independence,cross,god,slaves,another,colonial,continue,good,people,us independence  cross
2975,"‘I’m Aware Of Evil Designs Against Me And My Supporters,’ See Peter Obi’s Full Speech On May 29.txt",us,must,every,remain,time,future,nigerians,nigeria,matter,reaffirm,us must  every
2020,"Peter Obi: ‘I’m Aware Of Evil Designs Against Me And My Supporters,’.txt",us,must,every,remain,time,future,nigerians,nigeria,matter,reaffirm,us must  every
1457,"Inaugural Speech of President Umaru Yar’Adua on May 29, 2007.txt",us,must,let,president,one,set,fellow,government,also,country,us must  let
1459,"Inaugural Speech of President Umaru Yar’Adua. May 29, 2007.txt",us,must,let,president,one,set,fellow,government,also,country,us must  let
1460,Inaugural Speech of President Umaru Yar’Adua.txt,us,must,let,president,one,set,fellow,government,also,country,us must  let
1438,Inaugural Address of Umaru Musa Yar'adua.txt,us,must,let,one,set,government,also,country,fellow,years,us must  let
171," The Inaugural Speech of President Umaru Yar’Adua. May 29, 2007.txt",us,must,let,president,one,set,fellow,government,also,country,us must  let
170," The Inaugural Speech of President Umaru Yar’Adua. May 29, 2007 in Nigeria.txt",us,must,let,president,one,set,fellow,government,also,country,us must  let
2951,"of President Umaru Yar’Adua. May 29, 2007 .txt",us,must,let,president,one,set,fellow,government,also,country,us must  let
1458,"Inaugural Speech of President Umaru Yar’Adua. May 29, 2007 .txt",us,must,let,president,one,set,fellow,government,also,country,us must  let
156," Speech of President Umaru Yar’Adua. May 29, 2007.txt",us,must,let,president,one,set,fellow,government,also,country,us must  let
2737,Tinubu’s inaugural speech during innauguration as president.txt,us,shall,nation,never,one,may,must,better,nigeria,let,us shall  nation
2736,Tinubu’s inaugural speech as president.txt,us,shall,nation,never,one,may,must,better,nigeria,let,us shall  nation
2713,The condition of Nigerian workers remains worrisome. Atiku Abubakar Atiku Abubakar.txt,us,workers,economic,situation,almost,face,let,elected,must,nigerian,us workers  economic
2714,The condition of Nigerian workers remains worrisome..txt,us,workers,economic,situation,almost,face,let,elected,must,nigerian,us workers  economic
2878,What I Witnessed in Bayelsa is as disheartening as reports from other places. Atiku Abubakar Atiku Abubakar.txt,victims,climate,wish,also,food,bayelsa,infrastructure,make,government,change,victims climate  wish
2879,What I Witnessed in Bayelsa is as disheartening as reports from other places..txt,victims,climate,wish,also,food,bayelsa,infrastructure,make,government,change,victims climate  wish
2555,TEXT OF A SPEECH BY HIS EXCELLENCY PRESIDENT OLUSEGUN OBASANJO AT A STATE BANQUET ORGANIZED IN HIS HONOUR BY GOVERNMENT OF ENUGU STATE.txt,want,enugu,know,go,share,two,one,said,let,things,want enugu  know
2556,"TEXT OF A SPEECH BY HIS EXCELLENCY PRESIDENT OLUSEGUN OBASANJO AT A STATE BANQUET ORGANIZED IN HIS HONOUR BY THE GOVERNMENT OF ENUGU STATE AT THE BANQUET HALL, GOVERNOR'S LODGE, ENUGU.txt",want,enugu,know,go,share,two,one,said,let,things,want enugu  know
2557,"TEXT OF A SPEECH BY HIS EXCELLENCY PRESIDENT OLUSEGUN OBASANJO AT A STATE BANQUET ORGANIZED IN HIS HONOUR BY THE GOVERNMENT OF ENUGU STATE AT THE BANQUET HALL, GOVERNOR'S LODGE, ENUGU; FEBRUARY 7, 2005.  .txt",want,enugu,know,go,share,two,one,said,let,things,want enugu  know
192," Women Yesterday, Today And Tomorrow – The Ekiti Experience "".txt",women,ekiti,one,social,would,rights,need,state,gender,people,women ekiti  one
1510,"KEY NOTE ADDRESS AT FIDA’S 50TH ANNIVERSARY, ADO-EKITI  JULY 10TH 2014   BY  BISI ADELEYE-FAYEMI, WIFE OF EKITI STATE GOVERNOR..txt",women,ekiti,one,social,would,rights,need,state,gender,people,women ekiti  one
738,"Be the light that brings hope and that accelerates progress towards an equal, sustainable, and peaceful future.txt",women,gender,peace,girls,equality,international,day,every,rights,world,women gender  peace
2973,"‘Be the light that brings hope and that accelerates progress towards an equal, sustainable, and peaceful future’.txt",women,gender,peace,girls,equality,international,day,every,rights,world,women gender  peace
1215,"Goodwill Message Delivered by the UN Resident and Humanitarian Coordinator, Mr. Edward Kallon, at the Launch of the African Women Leaders Network, Nigeria Chapter - Abuja, Nigeria.txt",women,nigeria,also,national,development,african,towards,participation,gender,political,women nigeria  also
1214,"Goodwill Message Delivered by the UN Resident and Humanitarian Coordinator, Mr. Edward Kallon, at the Launch of the African Women Leaders Network, Nigeria Chapter - Abuja, Nigeria 01 July 2019.txt",women,nigeria,also,national,development,african,towards,participation,gender,political,women nigeria  also
604,Address for the Nigerian Women’s Conference.txt,women,rights,human,every,children,lives,around,right,violation,us,women rights  human
2205,Remarks to the U.N. 4th World Conference on Women Plenary Session.txt,women,rights,human,world,every,children,families,lives,right,time,women rights  human
2498,"Speech on Family Violence Prevention - May 16, 2007.txt",women,violence,one,even,would,work,groups,woman,right,values,women violence  one
2499,"Speech on Family Violence Prevention in Nigeria - May 16, 2007.txt",women,violence,one,even,work,groups,woman,right,values,hear,women violence  one
1480,It is time for action to end violence against women: a speech by Lakshmi Puri at the ACP-EU Parliamentary Assembly.txt,women,violence,un,must,countries,end,girls,rights,justice,services,women violence  un
2439,"Speech by Michelle Bachelet on “Gender-Motivated Killings of Women, Including Femicide”.txt",women,violence,un,human,femicide,justice,often,provide,support,killings,women violence  un
