,Filepath,0,1,2,3,4,5,6,7,8,9
1788,The_psychological_study_of_conspiracy_theories_Strengths_and_limitations.txt,conspiracy,theories,psychol,research,beliefs,opin,psychology,van,psychological,study
1789,There Was a Country by Chinua Achebe – review.txt,biafra,nigeria,war,achebe,igbo,lament,decline,powerful,novels,english
1790,There Was a Country: A Personal History of Biafra.txt,akueke,may,story,also,brothers,grandfather,reader,though,important,achebe
1791,These Are The Superfoods That Will Take Care Of Your Heart.txt,help,heart,would,us,avoid,oranges,cardiovascular,system,healthier,foods
1792,Things Fall Apart Book Review-About Man and Tribe.txt,okonkwo,things,fall,book,apart,life,tribe,one,way,reading
1793,"Things Fall Apart by Chinua Achebe, a Book Review.txt",okonkwo,things,achebe,fall,apart,chinua,one,would,man,umuofia
1794,This Week in AI: OpenAI and publishers are partners of convenience.txt,ai,openai,news,generative,corp,content,training,data,company,industry
1795,This ‘fight to the finish’.txt,state,kano,emir,governor,federal,court,aminu,security,sanusi,one
1796,Those Making Hate Speech Will Be Dealt With – Osibanjo.txt,people,meeting,leaders,north,always,cause,northern,important,want,hate
1797,Those criticising me for not covering my head in Mecca are ignorant — Oluwo.txt,kings,god,people,king,yoruba,worship,idol,must,traditional,even
1798,Threat to Nigeria’s Sovereignty.txt,tela,food,maize,nigerians,government,health,agency,agricultural,national,farmers
1799,Throwing cash in the air - Nigeria's wedding dilemma.txt,spraying,people,naira,says,one,social,notes,money,nigerians,groom
1800,Time_and_Vision_in_Ben_Okris_The_Famished_Road.txt,time,world,road,famished,vision,mahdi,people,father,azaro,one
1801,Tinubu confers MON honour on Super Eagles players.txt,super,president,eagles,team,great,us,tinubu,côte,proud,sports
1802,"Tinubu mourns Ibrahim Lamorde, former EFCC chairman.txt",lamorde,president,efcc,chairman,advertisement,police,tinubu,ibrahim,sunday,statement
1803,"Tinubu not responsible for hardship, says ex-Bauchi governor.txt",subsidy,fuel,president,tinubu,governor,former,responsible,naira,held,current
1804,Tinubu pays tribute to late journalist Kabiru Yusuf.txt,president,tinubu,condolences,bola,passing,veteran,kabir,covered,state,house
1805,Tinubu removes Wike’s ally after backlash.txt,woke,chief,president,tinubu,rivers,said,national,executive,holds,degree
1806,"Tinubu replaces Biu as FRSC boss, appoints Mohammed.txt",corps,president,bola,tinubu,appointed,shehu,mohammed,new,marshal,federal
1807,Tinubu sends delegation to condole with NSA Ribadu over brother’s death.txt,president,family,minister,national,chief,loss,delegation,condole,security,staff
1808,"Tinubu, govs lack will to fight hardship, Osun Muslim community.txt",country,busy,political,said,leaders,muslim,community,president,bola,governors
1809,"Tinubu, govs meet over food crisis as emirs, NBA lament hardship.txt",economic,northern,traditional,situation,meeting,state,rulers,country,government,governors
1810,Tinubu: Purveyors of Borno Suicide Attack Shall Face Certain Justice.txt,government,suicide,borno,attacks,gwoza,state,northern,said,bombers,condemned
1811,Tinubu’s Epochal Emi Lokan Speech.txt,party,naira,buhari,led,lagos,former,governor,questions,campaign,team
1812,Tinubu’s Needless Attack on the New York Times COLUMN |  6 days ago.txt,report,new,tinubu,nigeria,attack,nigerian,presidency,york,economic,facing
1813,Tinubu’s Needless Attack on the New York Times.txt,report,new,tinubu,nigeria,attack,nigerian,presidency,york,economic,facing
1814,Title Race.txt,league,city,guardiola,premier,win,manchester,said,arsenal,title,pep
1815,Tiwa Savage.txt,tiwa,film,singer,savage,water,lot,said,movie,feature,always
1816,"To embrace latest trends in technology, Nigeria must invest in education.txt",ai,businesses,digital,nigeria,new,business,financial,use,internet,big
1817,To find ikoyi Cemetery all you need to do is travel five kilometers along lagos island road.txt,like,mother,hole,around,sat,would,one,casket,grave,ikorodu
1818,Top 10 highest grossing Nollywood actors in 2023.txt,million,actors,emeka,top,box,office,amongst,odunlade,charles,nollywood
1819,Top 10 internet service providers in Nigeria by customer number as of Q4 2023.txt,internet,network,service,active,company,customer,isps,customers,nigeria,end
1820,Torrential Rain Causes Widespread Flooding in Lagos.txt,lagos,state,flooding,iyana,high,commuters,stranded,due,severe,major
1821,Towards a More Perfect Democracy (2)DemocracyTowards a More Perfect Democracy (2).txt,political,parties,us,many,democratic,towards,let,people,perfect,politicians
1822,Towards_an_Enabling_Legal_and_Regulatory_Framework.txt,franchising,business,act,ibid,nigeria,international,legal,regulatory,accessed,april
1823,Toyin Falola - A History of Nigeria cap7.txt,federal,nigeria,nigerian,region,many,national,western,northern,civil,military
1824,Trade ministry seeks increased funding to SON.txt,son,products,trade,nigeria,carry,able,presidential,initiative,cng,federal
1825,Tradition 1.txt,traditional,institutions,nigeria,government,development,national,integration,e,local,political
1826,Tradition 2.txt,cultural,culture,media,people,communication,nigerian,mass,different,one,values
1827,Tradition 3.txt,customs,e,goods,de,nigeria,postal,duty,service,security,data
1828,Traditional_Society_in_South_Eastern_Nig.txt,women,property,igbo,anambra,many,development,woman,inheritable,study,society
1829,Transcript of Olagunsoye Oyinlola’s speech at RAUF AREGBESOLA APC mega rally on Tuesday in Osogbo .txt,people,vote,one,party,state,pdp,jonathan,yoruba,six,reason
1830,Transforming_Future_Teachers_Ideas_about.txt,e,writing,students,n,g,teachers,children,teacher,l,teaching
1831,Translation_and_Creation_in_a_Postcoloni.txt,language,translation,postcolonial,one,ﬁ,bertacco,pm,must,would,italian
1832,TrendsinAdvertisingandCulturesinNigeria20185-30-1-PB.txt,advertising,nigeria,cultures,communication,africa,agencies,trends,nigerian,media,indigenous
1833,"Trump promises to deport all undocumented immigrants, resurrecting a 1950s strategy − but it didn’t work then and is less likely to do so now.txt",operation,undocumented,immigrants,ins,wetback,immigration,mexican,million,trump,across
1834,"Truth, Reconciliation And Salvation –The Path From Despair.txt",power,familiar,leadership,road,nigeria,country,people,many,self,things
1835,"Two killed, 7 kidnapped in Ebonyi communal clashes.txt",area,police,attack,also,command,effium,ebonyi,confirmed,added,property
1836,UAE unveils new AI model to rival big tech giants.txt,ai,uae,falcon,research,player,abu,advanced,al,generative,technology
1837,UBC_1977_A65 E94.txt,c,g,e,music,nri,f,igbo,contour,b,melodic
1838,UK-based Nigerian researcher invents AI tool to identify bandits.txt,bandits,said,federal,terrorist,jibrin,leveraged,would,efforts,computer,image
1839,UK-based bizwoman battles Oyo prince over contract loan.txt,gbadegesin,said,oyo,sent,lukman,omoshalewa,facebook,got,uncle,man
1840,"UPDATED: Obi visits Atiku, Lamido, Saraki in Abuja.txt",former,atiku,obi,president,monday,state,vice,met,presidential,peter
1841,US Air Force Secretary Frank Kendall tests an AI-piloted fighter jet.txt,ai,force,us,air,secretary,jet,test,recent,weaponry,weapons
1842,US Consul General Urges Nigerians To Key Into AI Revolution.txt,girls,us,stevens,nigerians,boost,programme,explore,opportunities,benin,america
1843,"US man used AI to generate 13,000 child sexual abuse pictures, FBI alleges.txt",ai,child,images,sexual,explicit,abuse,material,sexually,stable,create
1844,US selects Nigerian startup for AI programme.txt,ai,gfa,department,selected,atlantic,council,deployment,global,african,startups
1845,USA and Nigeria to Discuss Digital Economy and AI Advancements for Economic Growth.txt,ai,nigeria,digital,emerging,national,artificial,intelligence,economic,united,partnership
1847,Ukrain War.txt,russian,military,ukraine,forces,ukrainian,putin,border,russia,kharkiv,war
1848,Umo Eno: What Comrades Do.txt,governor,umo,akwa,ibom,state,eno,first,community,students,comrade
1849,Understanding Mental Health.txt,mental,health,people,words,may,person,illness,factors,terminology,feel
1850,Unit-3.txt,needs,drive,motivation,need,motives,drives,theory,may,behaviour,theories
1851,Unity in Diversity: Embracing Nigerian Voices in the Tapestry of Connection.txt,nigerian,readers,human,cultural,contemporary,vibrant,shared,across,chinua,wole
1852,University-of-Otago-summer-student-Technology-attitudes-Report-November2017.txt,cars,electric,self,attractiveness,knowledge,figure,adoption,hybrid,table,transport
1853,Unlocking LLMs for ethical software development.txt,llms,software,developers,language,code,development,ethical,ai,natural,generating
1854,Unlocking_the_Cure_to_Peptic_Ulcer.txt,may,peptic,ulcer,pain,stomach,cause,health,condition,also,ulcers
1855,Unraveling the Origins of the Igbo People.txt,igbo,cultural,origins,linguistic,ancestral,genetic,nri,aro,studies,ancient
1856,Unveiling the Heart of Connection: Insights from Varied Vistas.txt,human,connection,complexities,readers,us,posi,wonuola,author,power,cultivate
1857,Urgent action needed to curb cholera outbreak in Nigeria — AMSN.txt,cholera,health,academy,water,effective,outbreak,response,statement,national,public
1858,"Use New Media to Enhance Transparency in Governance”, Yiaga Africa tasks lawmakers.txt",public,committee,media,house,new,retreat,said,assembly,use,legislators
1859,V17N1P214-2019_Resourcefulness.txt,peace,security,national,education,school,secondary,nigeria,journal,students,social
1860,"VALEDICTORY SPEECH OF THEOUTGOINGCHAIRMAN OF THE BODY OFBENCHERS,HONOURABLE JUSTICE MAHMUD MOHAMMED, GCON,CHIEF JUSTICE OF NIGERIA, ON THURSDAY31MARCH2016..txt",body,benchers,members,legal,p,g,e,must,bar,committee
1861,VARIANTS-OF-1-1.txt,political,state,democracy,military,also,democratic,would,one,could,corruption
1862,Valuing_What_Exists_Cultural_Heritage_Pl.txt,heritage,cultural,city,sites,planning,ife,ile,area,preservation,town
1863,Vice President Shettima halts trip to US over faulty aircraft.txt,president,summit,vice,kashim,cancelled,trip,united,states,america,returned
1864,Viral video: Netizens call for suspension of group who bullied Ekiti students.txt,seen,female,could,bully,video,student,fellow,dressed,black,caning
1865,Virtual Nature.txt,virtual,nature,forest,et,stress,biomass,participants,environment,al,vr
1866,Voices from Within and Without_ Sources Methods and Problematic.txt,history,oral,igbo,african,agricultural,colonial,sources,historical,social,also
1867,Volunteerin.txt,john,make,young,skills,volunteering,life,important,volunteer,set,also
1868,Volunteering.txt,john,make,young,skills,volunteering,life,important,volunteer,set,also
1869,"WATER POLLUTION-SOURCES,EFFECTS AND CONTROL.txt",water,pollution,sources,plants,aquatic,human,due,surface,runoff,bodies
1870,"WEF identifies AI, others as budding tech to address global challenges.txt",technologies,emerging,report,wef,disclosed,innovations,yearly,released,md,centre
1871,WK2SS.txt,science,technology,modern,traditional,use,scientific,development,society,social,new
1872,WOLE NAME OF SHAKESPEARE.txt,name,shakespeare,may,even,wole,british,part,social,language,one
1874,Was a Country by Chinua Achebe – review.txt,biafra,nigeria,war,achebe,igbo,chinua,lament,decline,powerful,novels
1875,Water Pollution.txt,lake,water,model,coastal,variables,one,given,value,values,data
1876,Water and Health.txt,water,health,assessment,chemical,microbial,quality,exposure,wastewater,treatment,monitoring
1877,Water_Pollution_Human_Health_and_Remediation.txt,water,et,treatment,due,wastewater,system,human,health,like,ef
1878,"Wawuena sparks Remo’s title chase with goal, assist.txt",first,mawuena,remo,stars,rivers,united,point,also,former,home
1879,We didn’t allocate N5bn for daycare centre’ – Ondo Govt.txt,state,budget,ondo,error,billion,renovation,daycare,document,following,outcry
1880,Weight Loss.txt,people,weight,wegovy,drug,heart,loss,new,results,study,lost
1881,Weird_And_Crazy_Contact_Lenses.txt,contact,lenses,crazy,halloween,give,wear,look,eye,used,use
1882,Welcome_to_our_online_wholesale_website..txt,find,generic,information,medicines,wholesale,welcome,online,erectile,best,price
1883,Welcome_to_the_world_of_wholesale_shopping..txt,wholesale,shopping,people,generic,welcome,world,need,needs,customer,find
1884,Wellness_Tips__Health_Products_for_Cholesterol__Weight_Loss_and_Anti-Aging.txt,health,cholesterol,help,products,weight,loss,many,nutritional,supplements,body
1885,Wema Bank Urges Digital Empowerment for MSMEs.txt,digital,msme,wema,sustainable,prioritise,day,event,loans,financial,technology
1886,Wetheridge_10142595_Thesis.txt,marriage,girls,education,school,data,married,early,schooling,women,age
1887,What I learnt from Yoruba land.txt,people,funeral,way,guests,eating,young,yoruba,person,deceased,even
1888,What Is Good Public Procurement? What Does It Look Like?.txt,procurement,purchasing,value,public,good,key,purpose,best,may,lowest
1889,What Shakespeare can teach us about racism.txt,shakespeare,black,white,race,like,plays,racial,whiteness,first,people
1890,What is AI in healthcare?.txt,ai,healthcare,medical,artificial,intelligence,explore,pros,current,future,growth
1891,What is Candidate Relevancy?.txt,candidate,relevancy,employers,job,designed,one,hiring,experience,resume,process
1892,What is a STEM degree and are they worth it?.txt,stem,msc,construction,management,degree,engineering,degrees,online,skills,career
1893,What is fújì music.txt,fújì,yoruba,political,global,politics,secular,musical,century,ayinde,music
1894,"What to cook with plantain, from chips to pancakes.txt",plantains,make,plantain,used,ripe,served,fruit,ingredient,west,african
1895,When Children Become Liabilities.txt,population,children,people,must,growing,poor,years,education,million,problem
1896,When he was nearly thirteen.txt,simon,said,began,would,saint,river,maycomb,brother,arm,never
