,Filepath,0,1,2,3,4,5,6,7,8,9
2459,Speech by the Cross River State Governor on Interventions to Cushion Economic Challenges.txt,cross,river,economic,also,challenges,support,state,improve,quality,aim
2460,Speech by the Delta State Governor on Interventions to Cushion Economic Challenges.txt,delta,economic,also,state,support,aim,challenges,improve,quality,ensure
2461,Speech by the Ebonyi State Governor on Interventions to Cushion Economic Challenges.txt,ebonyi,economic,like,across,challenges,initiatives,programs,healthcare,projects,state
2462,Speech by the Edo State Governor on Interventions to Cushion Economic Challenges.txt,edo,economic,also,support,challenges,improve,quality,aim,affordable,energy
2463,Speech by the Enugu State Governor on Interventions to Cushion Economic Challenges.txt,enugu,economic,healthcare,committed,projects,state,administration,training,initiatives,development
2464,Speech by the Gombe State Governor on Interventions to Cushion Economic Challenges.txt,gombe,economic,across,access,state,challenges,ensure,aim,development,healthcare
2465,"Speech by the Honourable Minister of Information and Culture, Alhaji Lai Mohammed, representing President Muhammadu Buhari, at the Nigeria Governors’ Forum Conference for media handlers of States’ Chief Executives.txt",billion,naira,power,disinformation,fake,capacity,achievements,government,people,school
2466,Speech by the Imo State Governor on Interventions to Cushion Economic Challenges.txt,imo,economic,like,across,projects,state,support,areas,interventions,prosperous
2467,Speech by the Jigawa State Governor on Interventions to Cushion Economic Challenges.txt,jigawa,economic,like,projects,state,areas,also,initiatives,support,ensure
2468,Speech by the Kaduna State Governor on Interventions to Cushion Economic Challenges.txt,kaduna,economic,like,projects,challenges,ensure,across,areas,healthcare,state
2469,Speech by the Kano State Governor on Interventions to Cushion Economic Challenges.txt,economic,kano,projects,initiatives,areas,also,like,improve,state,interventions
2470,Speech by the Katsina State Governor on Interventions to Cushion Economic Challenges.txt,katsina,economic,projects,improve,state,across,also,like,challenges,support
2471,Speech by the Kebbi State Governor on Interventions to Cushion Economic Challenges.txt,kebbi,economic,like,projects,also,ensure,improve,education,state,challenges
2472,Speech by the Lagos State Governor on Interventions to Cushion Economic Challenges.txt,economic,lagos,also,committed,support,quality,food,housing,expanding,projects
2473,Speech by the NLC President on Minimum Wage.txt,minimum,wage,workers,fair,nigerian,every,worker,continue,struggle,nigeria
2474,Speech by the Rivers State Governor on Interventions to Cushion Economic Challenges.txt,rivers,economic,state,like,development,challenges,enhance,initiatives,access,aim
2475,Speech by the Sokoto State Governor on Interventions to Cushion Economic Challenges.txt,sokoto,economic,projects,initiatives,areas,also,like,improve,state,challenges
2476,Speech by the Taraba State Governor on Interventions to Cushion Economic Challenges.txt,taraba,economic,also,support,challenges,improve,quality,aim,affordable,energy
2477,Speech by the Yobe State Governor on Interventions to Cushion Economic Challenges.txt,yobe,state,economic,like,aim,create,development,interventions,challenges,remains
2478,Speech by the Zamfara State Governor on Interventions to Cushion Economic Challenges.txt,economic,zamfara,projects,initiatives,areas,also,like,improve,state,challenges
2479,Speech delivered by Executive Governor of Benue State..txt,women,state,initiative,dear,welcome,national,leader,mary,idele,benue
2480,"Speech delivered by His Excellen cy, the Executive Governor of Nasarawa State, Alhaji Abdullahi Adamu, for and on behalf of Governor’s of the 19 Northern States at ‘reception 2000’ held in honour of His Excellency, the Vice-President, Alhaji Atiku Abubakar at the Ahmadu Bello Stadium Kaduna on Saturday, November 18, 2000.txt",must,upon,democracy,recent,unity,us,ideals,excellence,business,esteemed
2481,"Speech delivered by His Excellency, Rt. Honourable Rotimi Chibuike Amaechi, Executive Governor of Rivers State and Chairman, Nigeria Governors’ Forum (NGF) at the 2nd Retreat of the Nigerian Governors Sokoto State, on Saturday 16th November, 2013..txt",governors,retreat,way,challenges,issues,time,event,confronting,nation,states
2482,"Speech delivered by His Excellency, the Executive Governor of Nasarawa State, Alhaji Abdullahi Adamu, for and on behalf of Governor’s of the 19 Northern States at ‘reception 2000’ held in honour of His Excellency, the Vice-President, Alhaji Atiku Abubakar at the Ahmadu Bello Stadium Kaduna on Saturday, November 18, 2000.txt",must,upon,democracy,recent,unity,us,ideals,excellence,business,esteemed
2483,"Speech delivered by His Excellencyy, the Executive Governor of Kwara State, Alhaji Abdullahi Adamu, for and on behalf of Governor’s of the 19 Northern States at ‘reception 2000’ held in honour of His Excellency, the Vice-President, Alhaji Atiku Abubakar at the Ahmadu Bello Stadium Kaduna on Saturday, November 18, 2000.txt",must,upon,democracy,recent,unity,us,ideals,excellence,business,esteemed
2484,"Speech delivered by His Excellencyy, the Executive Governor of Nasarawa State, Alhaji Abdullahi Adamu, for and on behalf of Governor’s of the 19 Northern States at ‘reception 2000’ held in honour of His Excellency, the Vice-President, Alhaji Atiku Abubakar at the Ahmadu Bello Stadium Kaduna on Saturday, November 18, 2000.txt",must,upon,democracy,recent,unity,us,ideals,excellence,business,esteemed
2485,"Speech delivered by the Vice-Chancellor of Bowen University during the 5th Induction Ceremony of MBBS Graduates – (Thursday, 3rd December, 2020).txt",medical,god,health,must,also,doctors,bowen,university,physician,healthcare
2486,"Speech ending candidacy by Stacey Abrams - Nov. 16, 2018.txt",state,election,secretary,every,fight,lagosians,democratic,next,would,ballots
2487,"Speech for the Feed Nigeria Summit, delivered by Akinwumi Adesina, President of the African Development Bank.txt",nigeria,support,africa,african,agriculture,development,billion,feed,food,rural
2488,"Speech of General Ibrahim Babangida – June 26, 1993.txt",presidential,national,administration,country,election,political,also,electoral,must,fellow
2489,"Speech of General Sani Abacha – November 17, 1993.txt",hereby,head,national,government,chief,state,problems,armed,take,country
2490,"Speech of Major-General Ibrahim Babangida – August 27 , 1985.txt",government,economic,shall,must,international,problems,made,military,became,us
2491,"Speech of Major-General Muhammadu Buhari. January 1, 1984. .txt",federal,government,military,state,political,financial,nation,armed,republic,last
2492,"Speech of Major-General Muhammadu Buhari. January 1, 1984..txt",federal,government,military,state,political,financial,nation,armed,republic,last
2493,Speech of Nelson Madela On Human Rights.txt,human,declaration,universal,rights,world,general,born,hope,continue,freedom
2494,Speech of Prof. Yemi Osinbajo Nigeria’s Vice President at South-West Youth Regional Summit.txt,must,people,young,would,one,us,said,even,money,make
2495,Speech of Professor Wole Soyinka delivered to mark anniversary of Nigerian Civil War.txt,even,us,one,human,nation,let,humanity,african,two,colonial
2496,Speech of the Governor of Lagos State addressing the people of Ikorodu Local Government for the upcoming elections and outlining plans for future development December 2018..txt,ikorodu,development,create,also,us,economic,ensure,invest,promote,opportunity
2497,"Speech of the Provost, College of Medicine, University of Ibadan at the Lying-in-State Programme for Emeritus Professor T.O. Ogunlesi.txt",university,ogunlesi,emeritus,medical,professor,papa,college,book,also,privileged
2498,"Speech on Family Violence Prevention - May 16, 2007.txt",women,violence,one,even,would,work,groups,woman,right,values
2499,"Speech on Family Violence Prevention in Nigeria - May 16, 2007.txt",women,violence,one,even,work,groups,woman,right,values,hear
2500,Speech on Signing the Nigerian Security Enforcement Act.txt,law,bill,senate,nigerian,believe,must,nigeria,protecting,every,new
2501,Speech to the African Union’s Summit on Water by the AfDB President Donald Kaberuka.txt,water,african,many,countries,river,growth,access,basin,development,several
2502,"Speech to the Nigeria Parliamentary Ombudsman Conference, ‘Sovereignty – The State and the Individual.txt",international,must,rights,law,countries,rule,sovereignty,global,within,nigeria
2503,"Speech to the Swedish Parliamentary Ombudsman Conference, ‘Sovereignty – The State and the Individual’.txt",international,must,rights,law,countries,sovereignty,rule,global,also,within
2504,Speech-of-Barack-Obama.txt,nuclear,must,people,world,new,e,weapons,could,czech,one
2505,Speech: President Buhari’s 2018 Budget Address.txt,billion,naira,budget,nigeria,also,oil,capital,national,federal,percent
2506,Speech: President Buhari’s Address at the NEC Meeting in Abuja.txt,party,thank,meeting,government,leadership,us,last,must,national,may
2507,"Speech: The Nigerian Banking Sector - Driving Economic Growth, Financial Inclusion, and Regulatory Excellence.txt",banking,financial,sector,economic,nigerian,digital,regulatory,inclusive,sustainable,enhance
2508,"Speech: The Nigerian Presidential Allocation - Ensuring Fairness, Accountability, and National Development.txt",allocation,public,governance,resources,presidential,development,nigerian,allocated,budget,challenges
2509,"Speech: The Nigerian Presidential Traveling and Vacations - Responsibilities, Challenges, and Governance.txt",public,presidential,diplomatic,global,vacations,governance,traveling,international,travel,national
2510,"Speech: ‘Until we make it clear there are consequences for rape—real, dire consequences—we will never turn the tide of it’.txt",sexual,violence,issue,women,survivors,first,must,justice,military,get
2511,Speech: “You are the leaders of today”.txt,women,young,gender,youth,equality,world,work,equal,sustainable,forum
2512,Speeches and Statements by the Prime Minister Statement by Prime Minister Shinzo Abe.txt,japan,must,war,upon,people,international,countries,never,end,rule
2513,Speeches and Statements by the Prime Minister.txt,japan,must,war,upon,people,international,countries,never,end,rule
2514,"Stacey Abrams became the first black female major-party gubernatorial nominee in Nigeria when she won the Lagos Democratic primary on May 22, 2018..txt",know,lagos,every,one,work,state,us,stand,next,want
2515,"Standard Trust Bank Reunion: Nurturing a Legacy of Excellence, Enterprise, and Execution..txt",stb,banking,group,team,first,work,become,something,uba,born
2516,Standing Strong: Nigeria's Response to Terrorism.txt,acts,good,freedom,business,nigerian,nigeria,evil,help,way,came
2517,Standing United Against Terrorism: A Call for Global Solidarity.txt,us,resilience,peace,let,terrorism,city,unity,stand,principles,human
2518,"State Visit of President Sassou-Nguesso of The Republic of Congo | State Banquet | Toast by President Kagame | Kigali, 21 July 2023.txt",also,right,work,people,allow,visit,congo,friendship,build,sassou
2519,"State of the Federal Republic of Nigeria Presidential Candidate of the All Nigeria's People's Party, at The Project on U.S. Policy towards the Middle East's Reception and Book Launch of Professor John N. Paden's Muslim Civic Cultures and Conflict Resolution: The Challenge of Democratic Federalism in Nigeria .txt",islam,democracy,freedom,muslim,even,law,nigeria,democratic,popular,supposed
2520,State of the Nation Address.txt,nigeria,terrorist,weapons,must,many,terrorists,allies,terror,regimes,security
2521,State of the Nation Address: Nigeria's Path Forward.txt,must,us,terrorist,facing,within,networks,also,esteemed,national,fellow
2522,"State-Wide Address To Mark The First Year Anniversary Of The Governorship Of His Excellency, Senator Prince Bassey Edet Otu, Governor Of Cross River State.txt",state,cross,river,oil,development,one,also,first,year,past
2523,Statement By Chief Awolowo while before The High Court before sentencing for Treasonable Felony.txt,may,years,one,political,things,sentence,might,must,fought,never
2524,"Statement at Dodan Barracks on January 15, 1970 by Major-General Phillip Efiong (Officer Administering the Republic of Biafra).txt",government,republic,accept,phillip,officer,administering,wish,make,following,affirm
2525,"Statement at Dodan Barracks on January 15, 1970 by Major-General Phillip Efiong.txt",government,republic,accept,phillip,officer,administering,wish,make,following,affirm
2526,"Statement before Nigerian Senate Select Committee on Woman Suffrage – March 3, 1908.txt",women,nigeria,state,woman,question,shall,last,right,committee,people
2527,"Statement before the Nigeria Committee on Woman Suffrage - Jan. 24, 1889.txt",right,states,united,suffrage,citizens,women,constitution,state,voted,people
2528,"Statement by  Ambassador Emilia Ndinelao Mkusa,  of the Republic of Namibia to Ethiopia and the AU  and  Chairperson of the AU PSC for the Month Of March 2024.txt",unconstitutional,changes,au,continent,governance,accra,take,first,since,security
2529,"Statement by Albert Muchanga, Commissioner for Economic Development, Trade, Tourism, Industry and Minerals.txt",african,private,sector,let,africa,continental,union,development,also,trade
2530,"Statement by Edward Kallon, the UN Resident and Humanitarian Coordinator for Nigeria, on the occasion of commemorating International Day to End Obstetric Fistula. 23 May 2021.txt",fistula,women,obstetric,health,end,nigeria,girls,day,world,suffering
2531,"Statement by Edward Kallon, the UN Resident and Humanitarian Coordinator on the occasion of commemorating the International Day of Living Together in Peace in Nigeria 16 May 2021.txt",together,peace,international,day,living,must,global,sustainable,world,united
2532,"Statement by H.E Amb. Minata Samate Cessouma, Commissioner for Health, Humanitarian Affairs and Social Development on the Occasion of the Commemoration of the World Refugee Day.txt",african,refugee,refugees,displaced,union,member,humanitarian,international,solidarity,efforts
2533,Statement by Nelson Mandela after voting in South Africa's first democratic election.txt,south,new,hope,africans,dreams,africa,era,sincerely,concerned,white
2534,Statement by President Nelson Mandela on the International Day for the Eradication of Poverty 17 October 1996.txt,poverty,government,us,programmes,south,people,lives,reconstruction,let,international
2535,Statement by President Nelson Mandela on the appointment of new Cabinet members 13 May 1996.txt,new,deputy,minister,government,appointees,affairs,national,decided,also,ministry
2536,Statement by Prof. Victor Harison Commisioner for Economic Affairs Department African Union Commision at the Meeting of Experts for the Fifth Conference of African Ministers Responsible for Civil Registration.txt,statistics,civil,registration,african,au,vital,africa,union,member,states
2537,"Statement of the UN Humanitarian Coordinator in Nigeria, Edward Kallon, on the Release of Abducted Aid Workers 16 January 2020.txt",aid,humanitarian,abducted,armed,humanitarians,provide,vulnerable,civilians,workers,including
2538,"Statement on His Testimony Before the Grand Jury August 17, 1998.txt",questions,private,independent,real,counsel,take,matter,investigation,good,grand
2539,Statement on the Articles of Impeachment.txt,president,impeachment,know,constitution,would,public,evidence,mr,committee,included
2540,Statement to the U.S. House Committee on the Judiciary.txt,amazon,customers,one,retail,would,many,like,new,even,know
2541,Statement-of-Nigeria-in-English.txt,urban,development,sustainable,housing,new,agenda,g,habitat,economic,p
